Entity,Code,Year,Fossil Fuels (TWh)
Thailand,THA,2010,1187.738
Thailand,THA,2011,1226.463
Thailand,THA,2012,1307.101
Thailand,THA,2013,1328.627
Thailand,THA,2014,1359.512
Thailand,THA,2015,1402.943
Thailand,THA,2016,1428.739
Thailand,THA,2017,1443.258
Thailand,THA,2018,1468.644
Thailand,THA,2019,1463.066
Trinidad and Tobago,TTO,1965,33.626
Trinidad and Tobago,TTO,1966,35.777
Trinidad and Tobago,TTO,1967,38.138
Trinidad and Tobago,TTO,1968,39.314
Trinidad and Tobago,TTO,1969,40.542
Trinidad and Tobago,TTO,1970,44.681
Trinidad and Tobago,TTO,1971,45.048
Trinidad and Tobago,TTO,1972,62.132
Trinidad and Tobago,TTO,1973,61.644
Trinidad and Tobago,TTO,1974,59.385
Trinidad and Tobago,TTO,1975,47.841
Trinidad and Tobago,TTO,1976,53.813
Trinidad and Tobago,TTO,1977,55.977
Trinidad and Tobago,TTO,1978,56.343
Trinidad and Tobago,TTO,1979,49.771
Trinidad and Tobago,TTO,1980,47.867
Trinidad and Tobago,TTO,1981,50.57
Trinidad and Tobago,TTO,1982,59.406
Trinidad and Tobago,TTO,1983,57.966
Trinidad and Tobago,TTO,1984,57.145
Trinidad and Tobago,TTO,1985,59.048
Trinidad and Tobago,TTO,1986,61.368
Trinidad and Tobago,TTO,1987,57.915
Trinidad and Tobago,TTO,1988,63.668
Trinidad and Tobago,TTO,1989,62.638
Trinidad and Tobago,TTO,1990,69.501
Trinidad and Tobago,TTO,1991,69.309
Trinidad and Tobago,TTO,1992,73.351
Trinidad and Tobago,TTO,1993,77.328
Trinidad and Tobago,TTO,1994,81.941
Trinidad and Tobago,TTO,1995,88.867
Trinidad and Tobago,TTO,1996,100.747
Trinidad and Tobago,TTO,1997,100.718
Trinidad and Tobago,TTO,1998,102.234
Trinidad and Tobago,TTO,1999,113.632
Trinidad and Tobago,TTO,2000,118.771
Trinidad and Tobago,TTO,2001,128.127
Trinidad and Tobago,TTO,2002,139.054
Trinidad and Tobago,TTO,2003,155.949
Trinidad and Tobago,TTO,2004,171.47
Trinidad and Tobago,TTO,2005,183.863
Trinidad and Tobago,TTO,2006,214.748
Trinidad and Tobago,TTO,2007,221.468
Trinidad and Tobago,TTO,2008,218.206
Trinidad and Tobago,TTO,2009,216.399
Trinidad and Tobago,TTO,2010,233.859
Trinidad and Tobago,TTO,2011,229.663
Trinidad and Tobago,TTO,2012,226.09
Trinidad and Tobago,TTO,2013,230.285
Trinidad and Tobago,TTO,2014,229.1
Trinidad and Tobago,TTO,2015,222.289
Trinidad and Tobago,TTO,2016,197.219
Trinidad and Tobago,TTO,2017,209.272
Trinidad and Tobago,TTO,2018,198.169
Trinidad and Tobago,TTO,2019,198.244
Turkey,TUR,1965,84.671
Turkey,TUR,1966,97.613
Turkey,TUR,1967,100.948
Turkey,TUR,1968,116.467
Turkey,TUR,1969,127.272
Turkey,TUR,1970,137.185
Turkey,TUR,1971,154.148
Turkey,TUR,1972,171.393
Turkey,TUR,1973,197.276
Turkey,TUR,1974,199.093
Turkey,TUR,1975,215.527
Turkey,TUR,1976,237.917
Turkey,TUR,1977,262.04
Turkey,TUR,1978,276.484
Turkey,TUR,1979,256.375
Turkey,TUR,1980,264.507
Turkey,TUR,1981,263.533
Turkey,TUR,1982,286.791
Turkey,TUR,1983,306.172
Turkey,TUR,1984,317.94
Turkey,TUR,1985,350.459
Turkey,TUR,1986,385.472
Turkey,TUR,1987,424.377
Turkey,TUR,1988,441.587
Turkey,TUR,1989,464.388
Turkey,TUR,1990,493.324
Turkey,TUR,1991,506.293
Turkey,TUR,1992,524.391
Turkey,TUR,1993,554.883
Turkey,TUR,1994,544.119
Turkey,TUR,1995,604.528
Turkey,TUR,1996,654.625
Turkey,TUR,1997,691.875
Turkey,TUR,1998,705.57
Turkey,TUR,1999,706.355
Turkey,TUR,2000,772.529
Turkey,TUR,2001,714.072
Turkey,TUR,2002,760.468
Turkey,TUR,2003,807.152
Turkey,TUR,2004,841.316
Turkey,TUR,2005,882.937
Turkey,TUR,2006,978.913
Turkey,TUR,2007,1071.111
Turkey,TUR,2008,1081.407
Turkey,TUR,2009,1087.623
Turkey,TUR,2010,1105.043
Turkey,TUR,2011,1185.432
Turkey,TUR,2012,1249.553
Turkey,TUR,2013,1225.853
Turkey,TUR,2014,1317.707
Turkey,TUR,2015,1376.938
Turkey,TUR,2016,1441.504
Turkey,TUR,2017,1550.745
Turkey,TUR,2018,1502.33
Turkey,TUR,2019,1467.992
Turkmenistan,TKM,1985,143.095
Turkmenistan,TKM,1986,178.099
Turkmenistan,TKM,1987,177.174
Turkmenistan,TKM,1988,178.374
Turkmenistan,TKM,1989,183.282
Turkmenistan,TKM,1990,151.883
Turkmenistan,TKM,1991,155.982
Turkmenistan,TKM,1992,148.959
Turkmenistan,TKM,1993,122.278
Turkmenistan,TKM,1994,130.442
Turkmenistan,TKM,1995,107.368
Turkmenistan,TKM,1996,156.395
Turkmenistan,TKM,1997,119.755
Turkmenistan,TKM,1998,149.118
Turkmenistan,TKM,1999,142.342
Turkmenistan,TKM,2000,119.811
Turkmenistan,TKM,2001,151.228
Turkmenistan,TKM,2002,127.556
Turkmenistan,TKM,2003,176.11
Turkmenistan,TKM,2004,174.398
Turkmenistan,TKM,2005,176.592
Turkmenistan,TKM,2006,178.454
Turkmenistan,TKM,2007,173.164
Turkmenistan,TKM,2008,142.047
Turkmenistan,TKM,2009,231.593
Turkmenistan,TKM,2010,249.557
Turkmenistan,TKM,2011,276.989
Turkmenistan,TKM,2012,301.954
Turkmenistan,TKM,2013,268.232
Turkmenistan,TKM,2014,278.022
Turkmenistan,TKM,2015,332.801
Turkmenistan,TKM,2016,329.515
Turkmenistan,TKM,2017,326.077
Turkmenistan,TKM,2018,365.046
Turkmenistan,TKM,2019,402.001
Ukraine,UKR,1985,2597.726
Ukraine,UKR,1986,2640.254
Ukraine,UKR,1987,2681.035
Ukraine,UKR,1988,2615.765
Ukraine,UKR,1989,2513.366
Ukraine,UKR,1990,2930.34
Ukraine,UKR,1991,2694.722
Ukraine,UKR,1992,2331.467
Ukraine,UKR,1993,1926.371
Ukraine,UKR,1994,1606.31
Ukraine,UKR,1995,1541.124
Ukraine,UKR,1996,1453.977
Ukraine,UKR,1997,1355.45
Ukraine,UKR,1998,1316.024
Ukraine,UKR,1999,1336.273
Ukraine,UKR,2000,1335.294
Ukraine,UKR,2001,1317.091
Ukraine,UKR,2002,1306.617
Ukraine,UKR,2003,1337.568
Ukraine,UKR,2004,1318.532
Ukraine,UKR,2005,1320.779
Ukraine,UKR,2006,1338.884
Ukraine,UKR,2007,1331.394
Ukraine,UKR,2008,1285.092
Ukraine,UKR,2009,1069.243
Ukraine,UKR,2010,1143.171
Ukraine,UKR,2011,1202.241
Ukraine,UKR,2012,1167.25
Ukraine,UKR,2013,1102.531
Ukraine,UKR,2014,940.062
Ukraine,UKR,2015,746.274
Ukraine,UKR,2016,806.571
Ukraine,UKR,2017,718.463
Ukraine,UKR,2018,741.596
Ukraine,UKR,2019,710.505
United Arab Emirates,ARE,1965,0.855
United Arab Emirates,ARE,1966,0.912
United Arab Emirates,ARE,1967,5.407
United Arab Emirates,ARE,1968,6.945
United Arab Emirates,ARE,1969,6.969
United Arab Emirates,ARE,1970,9.606
United Arab Emirates,ARE,1971,14.638
United Arab Emirates,ARE,1972,15.65
United Arab Emirates,ARE,1973,20.293
United Arab Emirates,ARE,1974,22.296
United Arab Emirates,ARE,1975,23.859
United Arab Emirates,ARE,1976,30.19
United Arab Emirates,ARE,1977,49.632
United Arab Emirates,ARE,1978,57.311
United Arab Emirates,ARE,1979,67.371
United Arab Emirates,ARE,1980,108.279
United Arab Emirates,ARE,1981,126.543
United Arab Emirates,ARE,1982,136.87
United Arab Emirates,ARE,1983,131.688
United Arab Emirates,ARE,1984,164.099
United Arab Emirates,ARE,1985,203.431
United Arab Emirates,ARE,1986,246.408
United Arab Emirates,ARE,1987,275.053
United Arab Emirates,ARE,1988,303.814
United Arab Emirates,ARE,1989,342.119
United Arab Emirates,ARE,1990,347.018
United Arab Emirates,ARE,1991,422.981
United Arab Emirates,ARE,1992,408.862
United Arab Emirates,ARE,1993,425.592
United Arab Emirates,ARE,1994,466.974
United Arab Emirates,ARE,1995,487.283
United Arab Emirates,ARE,1996,502.256
United Arab Emirates,ARE,1997,524.36
United Arab Emirates,ARE,1998,536.715
United Arab Emirates,ARE,1999,541.07
United Arab Emirates,ARE,2000,538.872
United Arab Emirates,ARE,2001,544.822
United Arab Emirates,ARE,2002,595.384
United Arab Emirates,ARE,2003,634.856
United Arab Emirates,ARE,2004,678.863
United Arab Emirates,ARE,2005,708.238
United Arab Emirates,ARE,2006,745.1
United Arab Emirates,ARE,2007,821.843
United Arab Emirates,ARE,2008,941.835
United Arab Emirates,ARE,2009,929.881
United Arab Emirates,ARE,2010,974.372
United Arab Emirates,ARE,2011,1027.66
United Arab Emirates,ARE,2012,1079.194
United Arab Emirates,ARE,2013,1137.17
United Arab Emirates,ARE,2014,1131.474
United Arab Emirates,ARE,2015,1245.012
United Arab Emirates,ARE,2016,1293.055
United Arab Emirates,ARE,2017,1307.931
United Arab Emirates,ARE,2018,1330.207
United Arab Emirates,ARE,2019,1331.39
United Kingdom,GBR,1965,2259.643
United Kingdom,GBR,1966,2256.723
United Kingdom,GBR,1967,2247.722
United Kingdom,GBR,1968,2326.106
United Kingdom,GBR,1969,2406.462
United Kingdom,GBR,1970,2463.823
United Kingdom,GBR,1971,2415.71
United Kingdom,GBR,1972,2447.366
United Kingdom,GBR,1973,2576.294
United Kingdom,GBR,1974,2425.754
United Kingdom,GBR,1975,2290.818
United Kingdom,GBR,1976,2321.357
United Kingdom,GBR,1977,2357.698
United Kingdom,GBR,1978,2379.533
United Kingdom,GBR,1979,2492.617
United Kingdom,GBR,1980,2264.382
United Kingdom,GBR,1981,2194.389
United Kingdom,GBR,1982,2146.987
United Kingdom,GBR,1983,2139.326
United Kingdom,GBR,1984,2126.836
United Kingdom,GBR,1985,2205.675
United Kingdom,GBR,1986,2275.317
United Kingdom,GBR,1987,2283.819
United Kingdom,GBR,1988,2291.185
United Kingdom,GBR,1989,2271.022
United Kingdom,GBR,1990,2304.772
United Kingdom,GBR,1991,2345.417
United Kingdom,GBR,1992,2308.489
United Kingdom,GBR,1993,2303.996
United Kingdom,GBR,1994,2272.327
United Kingdom,GBR,1995,2279.955
United Kingdom,GBR,1996,2390.421
United Kingdom,GBR,1997,2329.803
United Kingdom,GBR,1998,2349.671
United Kingdom,GBR,1999,2345.664
United Kingdom,GBR,2000,2395.339
United Kingdom,GBR,2001,2413.574
United Kingdom,GBR,2002,2356.74
United Kingdom,GBR,2003,2394.471
United Kingdom,GBR,2004,2424.556
United Kingdom,GBR,2005,2442.832
United Kingdom,GBR,2006,2423.487
United Kingdom,GBR,2007,2372.573
United Kingdom,GBR,2008,2343.709
United Kingdom,GBR,2009,2163.999
United Kingdom,GBR,2010,2239.036
United Kingdom,GBR,2011,2064.643
United Kingdom,GBR,2012,2077.791
United Kingdom,GBR,2013,2035.313
United Kingdom,GBR,2014,1887.676
United Kingdom,GBR,2015,1853.012
United Kingdom,GBR,2016,1825.189
United Kingdom,GBR,2017,1785.851
United Kingdom,GBR,2018,1762.097
United Kingdom,GBR,2019,1723.913
United States,USA,1965,13964.522
United States,USA,1966,14773.608
United States,USA,1967,15227.304
United States,USA,1968,16175.071
United States,USA,1969,16994.582
United States,USA,1970,17580.21
United States,USA,1971,17861.808
United States,USA,1972,18755.865
United States,USA,1973,19478.938
United States,USA,1974,18790.102
United States,USA,1975,18135.034
United States,USA,1976,19182.863
United States,USA,1977,19724.828
United States,USA,1978,19574.874
United States,USA,1979,19885.684
United States,USA,1980,19125.852
United States,USA,1981,18496.184
United States,USA,1982,17494.937
United States,USA,1983,17304.004
United States,USA,1984,18239.986
United States,USA,1985,18135.944
United States,USA,1986,18135.955
United States,USA,1987,18806.082
United States,USA,1988,19631.993
United States,USA,1989,19994.009
United States,USA,1990,19813.402
United States,USA,1991,19679.139
United States,USA,1992,20083.125
United States,USA,1993,20496.363
United States,USA,1994,20893.884
United States,USA,1995,21170.063
United States,USA,1996,21883.039
United States,USA,1997,22175.467
United States,USA,1998,22301.748
United States,USA,1999,22599.158
United States,USA,2000,23224.264
United States,USA,2001,22744.12
United States,USA,2002,22941.458
United States,USA,2003,23040.023
United States,USA,2004,23499.054
United States,USA,2005,23512.607
United States,USA,2006,23185.686
United States,USA,2007,23576.561
United States,USA,2008,22789.636
United States,USA,2009,21395.358
United States,USA,2010,22174.395
United States,USA,2011,21746.803
United States,USA,2012,21197.905
United States,USA,2013,21729.859
United States,USA,2014,21940.02
United States,USA,2015,21670.455
United States,USA,2016,21428.95
United States,USA,2017,21331.723
United States,USA,2018,22196.473
United States,USA,2019,21891.102
Uzbekistan,UZB,1985,466.587
Uzbekistan,UZB,1986,461.137
Uzbekistan,UZB,1987,464.664
Uzbekistan,UZB,1988,493.118
Uzbekistan,UZB,1989,505.707
Uzbekistan,UZB,1990,489.271
Uzbekistan,UZB,1991,497.413
Uzbekistan,UZB,1992,471.545
Uzbekistan,UZB,1993,505.961
Uzbekistan,UZB,1994,497.205
Uzbekistan,UZB,1995,490.104
Uzbekistan,UZB,1996,505.174
Uzbekistan,UZB,1997,501.905
Uzbekistan,UZB,1998,502.421
Uzbekistan,UZB,1999,569.911
Uzbekistan,UZB,2000,578.762
Uzbekistan,UZB,2001,579.975
Uzbekistan,UZB,2002,593.398
Uzbekistan,UZB,2003,547.62
Uzbekistan,UZB,2004,556.504
Uzbekistan,UZB,2005,539.949
Uzbekistan,UZB,2006,504.039
Uzbekistan,UZB,2007,534.326
Uzbekistan,UZB,2008,507.225
Uzbekistan,UZB,2009,503.858
Uzbekistan,UZB,2010,495.812
Uzbekistan,UZB,2011,527.146
Uzbekistan,UZB,2012,512.36
Uzbekistan,UZB,2013,514.797
Uzbekistan,UZB,2014,535.864
Uzbekistan,UZB,2015,509.804
Uzbekistan,UZB,2016,476.327
Uzbekistan,UZB,2017,475.647
Uzbekistan,UZB,2018,493.35
Uzbekistan,UZB,2019,479.365
Venezuela,VEN,1965,187.437
Venezuela,VEN,1966,189.182
Venezuela,VEN,1967,198.978
Venezuela,VEN,1968,211.807
Venezuela,VEN,1969,212.941
Venezuela,VEN,1970,212.34
Venezuela,VEN,1971,212.274
Venezuela,VEN,1972,223.441
Venezuela,VEN,1973,257.61
Venezuela,VEN,1974,262.735
Venezuela,VEN,1975,270.54
Venezuela,VEN,1976,293.412
Venezuela,VEN,1977,325.895
Venezuela,VEN,1978,333.579
Venezuela,VEN,1979,365.547
Venezuela,VEN,1980,413.091
Venezuela,VEN,1981,428.667
Venezuela,VEN,1982,435.913
Venezuela,VEN,1983,427.555
Venezuela,VEN,1984,430.556
Venezuela,VEN,1985,436.803
Venezuela,VEN,1986,466.852
Venezuela,VEN,1987,449.615
Venezuela,VEN,1988,462.187
Venezuela,VEN,1989,465.555
Venezuela,VEN,1990,494.197
Venezuela,VEN,1991,475.931
Venezuela,VEN,1992,517.835
Venezuela,VEN,1993,510.266
Venezuela,VEN,1994,554.683
Venezuela,VEN,1995,575.261
Venezuela,VEN,1996,549.638
Venezuela,VEN,1997,580.015
Venezuela,VEN,1998,623.453
Venezuela,VEN,1999,588.166
Venezuela,VEN,2000,596.829
Venezuela,VEN,2001,650.974
Venezuela,VEN,2002,652.752
Venezuela,VEN,2003,567.792
Venezuela,VEN,2004,626.873
Venezuela,VEN,2005,644.698
Venezuela,VEN,2006,729.609
Venezuela,VEN,2007,732.382
Venezuela,VEN,2008,756
Venezuela,VEN,2009,755.453
Venezuela,VEN,2010,724.756
Venezuela,VEN,2011,751.31
Venezuela,VEN,2012,795.905
Venezuela,VEN,2013,767.967
Venezuela,VEN,2014,748.124
Venezuela,VEN,2015,729.458
Venezuela,VEN,2016,675.207
Venezuela,VEN,2017,644.846
Venezuela,VEN,2018,540.031
Venezuela,VEN,2019,461.508
Vietnam,VNM,1965,28.45
Vietnam,VNM,1966,50.329
Vietnam,VNM,1967,69.669
Vietnam,VNM,1968,72.147
Vietnam,VNM,1969,85.293
Vietnam,VNM,1970,88.869
Vietnam,VNM,1971,79.009
Vietnam,VNM,1972,77.087
Vietnam,VNM,1973,81.435
Vietnam,VNM,1974,60.248
Vietnam,VNM,1975,66.872
Vietnam,VNM,1976,37.92
Vietnam,VNM,1977,40.551
Vietnam,VNM,1978,41.54
Vietnam,VNM,1979,44.36
Vietnam,VNM,1980,49.75
Vietnam,VNM,1981,49.818
Vietnam,VNM,1982,53.358
Vietnam,VNM,1983,56.986
Vietnam,VNM,1984,56.41
Vietnam,VNM,1985,56.39
Vietnam,VNM,1986,62.362
Vietnam,VNM,1987,70.846
Vietnam,VNM,1988,69.633
Vietnam,VNM,1989,59.933
Vietnam,VNM,1990,60.93
Vietnam,VNM,1991,59.465
Vietnam,VNM,1992,64.001
Vietnam,VNM,1993,73.872
Vietnam,VNM,1994,81.518
Vietnam,VNM,1995,95.027
Vietnam,VNM,1996,109.416
Vietnam,VNM,1997,132.662
Vietnam,VNM,1998,147.721
Vietnam,VNM,1999,145.898
Vietnam,VNM,2000,169.233
Vietnam,VNM,2001,186.506
Vietnam,VNM,2002,209.406
Vietnam,VNM,2003,228.173
Vietnam,VNM,2004,294.191
Vietnam,VNM,2005,317.867
Vietnam,VNM,2006,278.436
Vietnam,VNM,2007,302.06
Vietnam,VNM,2008,380.702
Vietnam,VNM,2009,378.583
Vietnam,VNM,2010,445.605
Vietnam,VNM,2011,485.397
Vietnam,VNM,2012,483.873
Vietnam,VNM,2013,514.644
Vietnam,VNM,2014,567.055
Vietnam,VNM,2015,659.056
Vietnam,VNM,2016,697.203
Vietnam,VNM,2017,698.723
Vietnam,VNM,2018,822.429
Vietnam,VNM,2019,970.1
World,OWID_WRL,1965,40552.638
World,OWID_WRL,1966,42689.378
World,OWID_WRL,1967,44325.448
World,OWID_WRL,1968,47020.964
World,OWID_WRL,1969,50209.059
World,OWID_WRL,1970,53381.484
World,OWID_WRL,1971,55463.017
World,OWID_WRL,1972,58393.68
World,OWID_WRL,1973,61790.732
World,OWID_WRL,1974,61610.765
World,OWID_WRL,1975,61634.069
World,OWID_WRL,1976,65073.273
World,OWID_WRL,1977,67216.572
World,OWID_WRL,1978,69179.136
World,OWID_WRL,1979,71507.525
World,OWID_WRL,1980,70672.85
World,OWID_WRL,1981,69840.694
World,OWID_WRL,1982,69051.151
World,OWID_WRL,1983,69716.562
World,OWID_WRL,1984,72639.879
World,OWID_WRL,1985,74036.273
World,OWID_WRL,1986,75478.664
World,OWID_WRL,1987,77990.38
World,OWID_WRL,1988,80755.347
World,OWID_WRL,1989,82383.876
World,OWID_WRL,1990,83070.319
World,OWID_WRL,1991,83310.064
World,OWID_WRL,1992,83961.136
World,OWID_WRL,1993,84043.499
World,OWID_WRL,1994,85101.869
World,OWID_WRL,1995,86507.622
World,OWID_WRL,1996,89116.102
World,OWID_WRL,1997,89974.447
World,OWID_WRL,1998,90421.931
World,OWID_WRL,1999,91969.278
World,OWID_WRL,2000,94314.391
World,OWID_WRL,2001,95461.607
World,OWID_WRL,2002,97636.749
World,OWID_WRL,2003,101858.037
World,OWID_WRL,2004,106655.621
World,OWID_WRL,2005,110458.954
World,OWID_WRL,2006,113613.158
World,OWID_WRL,2007,117504.838
World,OWID_WRL,2008,118360.46
World,OWID_WRL,2009,116213.166
World,OWID_WRL,2010,121691.136
World,OWID_WRL,2011,124939.047
World,OWID_WRL,2012,126562.097
World,OWID_WRL,2013,128448.117
World,OWID_WRL,2014,128962.368
World,OWID_WRL,2015,129516.27
World,OWID_WRL,2016,130705.831
World,OWID_WRL,2017,132512.67
World,OWID_WRL,2018,135807.237
World,OWID_WRL,2019,136761.607
